,web-scraper-order,web-scraper-start-url,Books,Books-href,Author,Abstract,category,views
48,1637240610-955,"https://www.bookrix.com/books;law,id:27.html",A Lie Never Justifiable (Fiscle Part-9),https://www.bookrix.com/_ebook-h-clay-trumbull-a-lie-never-justifiable-fiscle-part-9/,H. Clay  Trumbull,"Whether A Lie Is Ever Justifiable, Is A Question That Has Been In

Discussion, Not Only In All The   Christian Centuries, But Ever Since

Questions Concerning Human Conduct Were First A Possibility.",Law,2
49,1637240977-982,"https://www.bookrix.com/books;law,id:27.html","Our Legal Heritage, 5Th Ed. Fiscle (Part-I)",https://www.bookrix.com/_ebook-sir-anthony-reilly-our-legal-heritage-5th-ed-fiscle-part-i/,Sir Anthony Reilly,"This Was Written To Appreciate What Laws Have Been In existence

For A Long Time And Therefore Have Proven Their Success In

Maintaining a Stable Society. Its Purpose Is Also To See The

Historical Context In which Our Legal Doctrines Developed. It

Includes The Inception Of the Common Law System, Which Was Praised

Because It Made Law Which Was Not Handed   Down By An Absolutist

King; The Origin Of the Jury System; The Meaning of the Magna

Carta Provisions In their Historical Context; And The Emergence Of

Attorneys.







This Book Is A Primer. One May Read It Without Prior Knowledge Of

History Or Law, Although It Will Be More Meaningful To Attorneys

Than To Others. It Can Serve As An Introduction On Which To Base

Further Reading in english Legal History. It Defines Terms Unique

To English Legal History. However, The Meaning of some Terms In

King aethelbert'S Code In chapter 1 Are Unknown Or Inexact.







In The Table Of contents, The Title Of each Chapter Denotes An

Important Legal Development In the Given Time Period For That

Chapter. Each Chapter Is Divided   Into Three Sections: The Times,

The Law, And Judicial Procedure.",Law,6
50,1637241009-985,"https://www.bookrix.com/books;law,id:27.html","Critical Analysis: Islamic Legal Interpretation, Muftis and Their Fatwas",https://www.bookrix.com/_ebook-sehrish-saba-critical-analysis-islamic-legal-interpretation-muftis-and-their-fatwas/,"Sehrish  Saba, Nusrat Azeema","Sehrish Saba, the writer of this book, is an Advocate High Court Islamabad Pakistan. She has more than 11 years of practice in law and 04 years of experience as visiting faculty with different prestigious institutions like International Islamic University, Islamabad, Bahria University, Islamabad Campus, and Military College of Signals, NUST, Islamabad. Sehrish Saba has done her LL.M Human Rights Law from International Islamic University, Islamabad, and Master of Arts Political Science from the University of The Punjab, Lahore. She is disseminating legal knowledge through her conference papers, online articles, and YouTube videos, which is appreciable. This book review is also one ,of her valuable contributions to readers and innovative thinkers.",Law,108
51,1637241159-997,"https://www.bookrix.com/books;law,id:27.html",First Steps,https://www.bookrix.com/_ebook-xicano-sol-first-steps/,Xicano Sol,"My wife knows. We sleep in separate bedrooms now but we’re trying to work it out for the sake of the kids.



The ""Joteria Chronicles"" are a series of vignettes reflecting real life sessions during the time I spent as a Counselor for LGBT Youth.",Law,2380
52,1637241106-991,"https://www.bookrix.com/books;law,id:27.html",Divorce Lawyers,https://www.bookrix.com/_ebook-charles-oakes-divorce-lawyers/,"Charles Oakes, Charles Oakes, Charles Oakes, Charles Oakes",Divorce is a very tough situation for the couple. In such a case finding a lawyer is equally difficult. This book will provide you certain tips that will aid in finding a good divorce lawyer.,Law,642
53,1637240595-954,"https://www.bookrix.com/books;law,id:27.html",The   Holladay Case (fiscle part-9),https://www.bookrix.com/_ebook-burton-e-stevenson-the-holladay-case-fiscle-part-9/,Burton  E. Stevenson,"The Atmosphere Of   The   Office That Morning was A Shade Less Genial Than

Usual. We Had All Of   Us Fought Our Way Downtown Through Such A Storm

Of Wind, Snow, Slush, And Sleet As Is To Be Found Nowhere Save In

Mid-March New York, And Our Tempers Had Suffered accordingly. I Had

Found A Cab Unobtainable, And There Was, Of   Course, The   Inevitable Jam

On The   Elevated, With The   Trains Many Minutes Behind The   Schedule. I

Was Some Half-Hour Late, In consequence, And When I Entered the   Inner

Office, I Was Surprised to Find Mr. Graham, Our Senior, Already At His

Desk. He Nodded good-Morning a Little Curtly.







""I Wish You'D Look Over These Papers In the   Hurd Case, Lester,"" He

Said, And Pushed them Toward Me.",Law,2
54,1637240451-942,"https://www.bookrix.com/books;law,id:27.html","The Evolution of Man, vol 2",https://www.bookrix.com/_ebook-ernst-haeckel-the-evolution-of-man-vol-2-1/,Ernst Haeckel,"Ernst Heinrich Philipp August Haeckel (German: [ˈhɛkəl]; February 16, 1834 – August 9, 1919[1]) was a German biologist, naturalist, philosopher, physician, professor, and artist who discovered, described and named thousands of new species, mapped a genealogical tree relating all life forms, and coined many terms in biology, including anthropogeny, ecology, phylum, phylogeny, stem cell, and the kingdom Protista. Haeckel promoted and popularized Charles Darwin's work in Germany and developed the controversial recapitulation theory (""ontogeny recapitulates phylogeny"") claiming that an individual organism's biological development, or ontogeny, parallels and summarizes its species' evolutionary development, or phylogeny.



The published artwork of Haeckel includes over 100 detailed, multi-colour illustrations of animals and sea creatures (see: Kunstformen der Natur, ""Art Forms of Nature""). As a philosopher, Ernst Haeckel wrote Die Welträtsel (1895–1899, in English, The Riddle of the Universe, 1901), the genesis for the term ""world riddle"" (Welträtsel); and Freedom in Science and Teaching[2] to support teaching evolution.",Law,2
55,1637240424-940,"https://www.bookrix.com/books;law,id:27.html",GOVERNMENT AND ADMINISTRATION OF THE UNITED STATES.,https://www.bookrix.com/_ebook-westel-w-willoughby-government-and-administration-of-the-united-states/,"Westel  W. Willoughby, William  F. Willoughby","Westel Woodbury Willoughby (20 July 1867 – 25 March 1945), was an American academic.



He was the twin brother to William F. Willoughby. They were the sons of Westel Willoughby and Jennie Rebecca (Woodbury) Willoughby, their father having been a Major in the Union Army with the New York Volunteers, injured at the Battle of Chancellorsville. The elder Willoughby served on the Supreme Court of Appeals for Virginia following the war and presided over the Custis case in which the land for Arlington National Cemetery was awarded to the U.S. Government.



William Franklin Willoughby (1867–1960) was an author of public administration texts including works on budgeting. He often worked with his twin brother, Westel W. Willoughby.",Law,2
56,1637241148-996,"https://www.bookrix.com/books;law,id:27.html",Bullying,https://www.bookrix.com/_ebook-eva-k-bullying/,Eva K,This is a book about bullying how u like it it was suggested by someone in the Bully Alert group on bookrix ttttthhhhhhhhxxxxxxx for reading,Law,2348
57,1637240854-975,"https://www.bookrix.com/books;law,id:27.html",Dracula's Guest,https://www.bookrix.com/_ebook-bram-stoker-dracula-039-s-guest-1/,Bram  Stoker,"Abraham ""Bram"" Stoker (8 November 1847 – 20 April 1912) was an Irish author known today for his 1897 Gothic novel, Dracula. During his lifetime, he was better known as personal assistant of actor Henry Irving and business manager of the Lyceum Theatre in London, which Irving owned.",Law,3
58,1637241173-998,"https://www.bookrix.com/books;law,id:27.html",Advantages and disadvantages of the adversarial system in criminal proceedings,https://www.bookrix.com/_ebook-william-van-caenegem-advantages-and-disadvantages-of-the-adversarial-system-in-criminal-proceedings/,William  van Caenegem,"In this sub-section the advantages and disadvantages of the adversarial system are investigated with reference to themostwell-known (and closely affiliated) alternative, the (so-called) inquisitorial system prevalent in continental Europe.

Although the adversarial system is contrasted with the inquisitorial system, thelatter in fact also enshrines in lawthe right of theaccusedtoopposethe evidence of the prosecution and introduce evidence to prove innocence; it is thus 'contradictoire' (to use the French term) or adversarial in that sense. It is rather the structure and organisation of the forensic process or investigative method, than the adversarial nature of proceedings, that distinguishes the two systems.I In an adversarial system, the parties, acting independently and in a partisan fashion, are responsible for uncovering and presenting evidence before a passive and neutral trial judge or jury. In an inquisitorial system, the ultimateresponsibility for findingthe truth lieswithanofficialbody that acts with judicial authority, and gathers evidence both for and against the accused. Whereas the actors in an adversarial systemare equal and opposing parties, in an inquisitorial systemthe accused is thus not a party to proceedings to the same extent.",Law,2968
59,1637240828-972,"https://www.bookrix.com/books;law,id:27.html",A Leap In The Dark  A Criticism Of The Principles Of Home Rule As Illustrated By The Bill Of 1893,https://www.bookrix.com/_ebook-a-v-dicey-a-leap-in-the-dark-a-criticism-of-the-principles-of-home-rule-as-illustrated-by-the-bill-o/,A.V.  Dicey,"Albert Venn ""A. V."" Dicey (4 February 1835 – 7 April 1922) was a British jurist and constitutional theorist, and was the younger brother of Edward Dicey. He is most widely known as the author of An Introduction to the Study of the Law of the Constitution (1885). The principles it expounds are considered part of the uncodified British constitution. He was a graduate of Balliol College, Oxford, and became Vinerian Professor of English Law at Oxford and a leading constitutional scholar of his day. Dicey popularised the phrase ""rule of law"", although its use goes back to the 17th century.",Law,2
60,1637241082-989,"https://www.bookrix.com/books;law,id:27.html",Smashed!,https://www.bookrix.com/_ebook-starinamist609-smashed/,StarinaMist609,"This is my entry for the 'This Just In' newspaper competition. I chose image 2 for this one.



Note that this is my first competition entry, so I hope I do well, but I wish all other entrants the best of luck.



Starina x",Law,394
0,1637242137-1027,"https://www.bookrix.com/books;psychology,id:40.html",Moments in Life,https://www.bookrix.com/_ebook-kalai-selvi-arivalagan-moments-in-life/,Kalai Selvi  Arivalagan,"Some moments in our life always happen to be an eye-opener. The moments may be a general happening in the day to day life. Yet, it can convey you the message.",Psychology,470
1,1637242451-1049,"https://www.bookrix.com/books;psychology,id:40.html",my percption,https://www.bookrix.com/_ebook-john-pallister-my-percption/,john Pallister,My view on life a short essay dissotation on things that i have experienced or struggled but insight awakening and a journey of finding my higher self or purpose or place in life,Psychology,1715
2,1637242555-1058,"https://www.bookrix.com/books;psychology,id:40.html",Mind Relief Manuscript,https://www.bookrix.com/_ebook-jerry-stocking-mind-relief-manuscript/,Jerry Stocking,"It is the dawning of a new day. A day in which your mind is rested and at peace. You awaken energized and ready for anything.



In this brand new book Jerry reveals simple tricks and exercises that will allow you to:

quiet your mind, reduce stress, and think clearly.



You will access mental flexibility and deep inner peace while reading through this fast fun book, guaranteed to lighten your day.",Psychology,11273
3,1637241876-1008,"https://www.bookrix.com/books;psychology,id:40.html","Studies In The Psychology Of Sex, Volume 1 (Of 6) (fiscle Part-IV)",https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-1-of-6-fiscle-part-iv/,Havelock  Ellis,"Henry Havelock Ellis, known as Havelock Ellis (2 February 1859 – 8 July 1939), was a British physician, writer, and social reformer who studied human sexuality. He was co-author of the first medical textbook in English on homosexuality in 1897, and also published works on a variety of sexual practices and inclinations, including transgender psychology. He is credited with introducing the notions of narcissism and autoeroticism, later adopted by psychoanalysis. He served as president of the Galton Institute and, like many intellectuals of his era, supported eugenics.",Psychology,4
4,1637242512-1053,"https://www.bookrix.com/books;psychology,id:40.html",The Girl with Golden Hair,https://www.bookrix.com/_ebook-ditika-s-the-girl-with-golden-hair/,Ditika S.,"(For the biggest fear writing contest)

Every one has got some fears and with time they excel to overcome them most of the time with the help of other people.

But what about those who have fears that cant be killed, what about the fears which cant be overcome cos no one else can feel or understand it...",Psychology,2686
5,1637241805-1002,"https://www.bookrix.com/books;psychology,id:40.html","Studies In the Psychology Of Sex, Volume 2",https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-2/,Havelock Ellis,"Henry Havelock Ellis, known as Havelock Ellis (2 February 1859 – 8 July 1939), was a British physician, writer, and social reformer who studied human sexuality. He was co-author of the first medical textbook in English on homosexuality in 1897, and also published works on a variety of sexual practices and inclinations, including transgender psychology",Psychology,3
6,1637242464-1050,"https://www.bookrix.com/books;psychology,id:40.html",Sweet Whispers,https://www.bookrix.com/_ebook-s-k-nuanes-sweet-whispers/,S.K. Nuanes,"My name is Alice life isn't a wonderland it is hell, my best friend is Dylan I love him, but I can't be with him. Adam is a monster if I make one mistake with him I will be dead.

No demons are in hell they're here on earth out destroy us all. If I die I want to die with Dylan. Even if I die by his hands, that is the best way to go.",Psychology,1850
7,1637242376-1042,"https://www.bookrix.com/books;psychology,id:40.html",My Dark Side,https://www.bookrix.com/_ebook-destiny-hobbs-my-dark-side/,Destiny Hobbs,thsi poem i wrote here represents the darker side of meh i wrote this when i was very upset & felt alone i think this poem is important.....,Psychology,912
8,1637242477-1051,"https://www.bookrix.com/books;psychology,id:40.html",The Pathways of Life,https://www.bookrix.com/_ebook-judy-colella-the-pathways-of-life/,Judy Colella,15-Word Very Short Story Contest Entry,Psychology,2293
9,1637242233-1033,"https://www.bookrix.com/books;psychology,id:40.html",Flirt,https://www.bookrix.com/_ebook-destiny-hobbs-flirt/,Destiny Hobbs,this poem represents my more social sidde & how i struggle with being true.  lik emost of my poem that represent the real life struggles that i go through,Psychology,662
10,1637242441-1048,"https://www.bookrix.com/books;psychology,id:40.html",Time Is A Blind Guide,https://www.bookrix.com/_ebook-zouhair-ouirou-time-is-a-blind-guide/,Zouhair Ouirou,this book is enabling you to grasp what must gained.According to its strategies you will be able to determine your goals without any fear of failure,Psychology,1615
11,1637241856-1006,"https://www.bookrix.com/books;psychology,id:40.html",MEMORIES AND STUDIES,https://www.bookrix.com/_ebook-william-james-memories-and-studies/,WILLIAM  JAMES,"William James (January 11, 1842 – August 26, 1910) was an American philosopher and psychologist who was also trained as a physician. The first educator to offer a psychology course in the United States,[2] James was one of the leading thinkers of the late nineteenth century and is believed by many to be one of the most influential philosophers the United States has ever produced, while others have labelled him the ""Father of American psychology"".[3][4][5] Along with Charles Sanders Peirce and John Dewey, he is considered to be one of the major figures associated with the philosophical school known as pragmatism, and is also cited as one of the founders of functional psychology. He also developed the philosophical perspective known as radical empiricism. James' work has influenced intellectuals such as Émile Durkheim, W. E. B. Du Bois, Edmund Husserl, Bertrand Russell, Ludwig Wittgenstein, Hilary Putnam, and Richard Rorty.[6]



Born into a wealthy family, James was the son of the Swedenborgian theologian Henry James Sr and the brother of both the prominent novelist Henry James, and the diarist Alice James. James wrote widely on many topics, including epistemology, education, metaphysics, psychology, religion, and mysticism. Among his most influential books are The Principles of Psychology, which was a groundbreaking text in the field of psychology, Essays in Radical Empiricism, an important text in philosophy, and The Varieties of Religious Experience, which investigated different forms of religious experience, which also included the then theories on Mind cure.[7]",Psychology,4
12,1637241864-1007,"https://www.bookrix.com/books;psychology,id:40.html",State Of The Union Addresses Of Theodore Roosevelt,https://www.bookrix.com/_ebook-theodore-roosevelt-state-of-the-union-addresses-of-theodore-roosevelt-1/,Theodore  Roosevelt,"To The   Senate And House Of   Representatives:







The Congress Assembles This Year Under The   Shadow Of   A Great Calamity.

On The   Sixth Of   September, President Mckinley Was Shot By An Anarchist

While Attending The   Pan-American Exposition At Buffalo, And Died In

That City On The   Fourteenth Of   That Month.",Psychology,4
13,1637242068-1022,"https://www.bookrix.com/books;psychology,id:40.html",Naked Solutions Of Dressed up Life Woes,https://www.bookrix.com/_ebook-santosh-jha-naked-solutions-of-dressed-up-life-woes/,Santosh Jha,"Human mind is the most capable and instinctively galvanized mechanism to solve big problems. Still, the same human consciousness is the most potent trouble. The core dilemma is, modern day problems are so ‘dressed up’; partly by our complex environment and partly by our consciousness that we fail to see the ‘naked’ reality of the nature of problems. We can see them clearly, if we ‘undress’ them. 
Solution of problems is not a big task. If you have a problem, you already know it that solution is somewhere ‘inherent and embedded’ in the problem itself. The milieu around us presents some factors in an ‘arrangement’, which stand in our disadvantage, at a particular stage of our life positioning and we call the outcome of such an arrangement as a ‘problem’.
 Often, solution presents itself as some ‘alternative’ arrangement or placement of the same factors in such a way that they turn advantageous for us, hence qualifying as a ‘solution’.
 In most cases, especially the modern day problems we face, the artistry of arriving at solutions is not in ‘creating’ or generating something externally but in ‘rearranging’ and ‘repositioning’ the already present factors and elements in some alternative ways. That is why, we need little ‘action’ but loads of calm and objective ‘reception’ in analyzing the ‘factors’ that essentially constitute a problem. This eBook details all these in an assimilative and integrative way.",Psychology,222
14,1637241763-1000,"https://www.bookrix.com/books;psychology,id:40.html",The Square of Sevens An Authoritative Method of Cartomancy with a Prefatory Note,https://www.bookrix.com/_ebook-e-irenaeus-stevenson-the-square-of-sevens-an-authoritative-method-of-cartomancy-with-a-prefatory-not/,E. Irenaeus  Stevenson,"'Tis easy as lying.""--Hamlet

It is safe to presume that even the most inquisitive book-hunters of the present day, and few of the fellowship during two or three generations past, have encountered the scarce and curious little volume here presented, as in a friendly literary resurrection-- Robert Antrobus's ""The Square of Sevens, and the Parallelogram."" Its mathematical title hardly hints at the amusement that the book affords.",Psychology,2
15,1637242105-1025,"https://www.bookrix.com/books;psychology,id:40.html",the Darkness,https://www.bookrix.com/_ebook-destiny-hobbs-the-darkness/,Destiny Hobbs,again this is another dark & twisted poem but they are just as well important keep in mind that i wrote all of these i long time ago which was last year if i wwrite any new ones ill let you know thankz fans i love yall,Psychology,399
16,1637242145-1028,"https://www.bookrix.com/books;psychology,id:40.html",HOTEL  -  3 Stories,https://www.bookrix.com/_ebook-evelyn-j-steward-hotel-3-stories/,Evelyn J. Steward,Hotel foyers,Psychology,477
17,1637242242-1034,"https://www.bookrix.com/books;psychology,id:40.html",Paralytic Studies.,https://www.bookrix.com/_ebook-anna-paralytic-studies/,Anna,Lewis was born a paralytic of the brain and thus made him a test subject to a Schizophrenic doctor who takes in many to try and 'learn' what causes their problems.,Psychology,709
18,1637242496-1052,"https://www.bookrix.com/books;psychology,id:40.html",Force,https://www.bookrix.com/_ebook-xicano-sol-force/,Xicano Sol,"""I tried to move to let him know that I wasn’t comfortable and he just clenched even tighter.  I felt my face pressed against the floor and I was actually starting to have trouble breathing...""



The ""Joteria Chronicles"" are a series of vignettes reflecting real life sessions during the time I spent as a Counselor for LGBT Youth and Adults.",Psychology,2340
19,1637242193-1031,"https://www.bookrix.com/books;psychology,id:40.html",The Obsessed,https://www.bookrix.com/_ebook-redhead16-why-bother-the-obsessed/,Redhead16 Why Bother?,"Tawny Fawcett is in love with Tony Alvarado, a popular and gorgeous football player and nice guy/mysterious hottie. Every girl wants him, especially T. She will stop at nothing to make him hers. 



Unfortunately, his cruel, crazy and fake ex-girlfriend wants him back, too. And she will go farther than Tawny would to get him back.",Psychology,563
20,1637242528-1055,"https://www.bookrix.com/books;psychology,id:40.html",Faith,https://www.bookrix.com/_ebook-author-x-faith/,Author X,"One for sorrow

Two for mirth

Three for a wedding

Four for a birth

Five for silver

Six for gold

Seven for a secret that's never been told



...



One cut for one verse, but what happens if the rhyme is repeated over and over again?",Psychology,4315
21,1637241847-1005,"https://www.bookrix.com/books;psychology,id:40.html",Studies In The Psychology Of Sex Volume 2 (Of 6) (Fiscle Part-3),https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-2-of-6-fiscle-part-3/,Havelock  Ellis,"Sexual Inversion, As Here Understood, Means Sexual Instinct Turned By

Inborn Constitutional Abnormality Toward Persons Of The Same Sex. It Is

Thus A Narrower Term Than Homosexuality, Which Includes All Sexual

Attractions Between Persons Of The Same Sex, Even When Seemingly Due To

The Accidental Absence Of The Natural Objects Of Sexual Attraction,",Psychology,3
22,1637242032-1020,"https://www.bookrix.com/books;psychology,id:40.html",How to Unlock Anger,https://www.bookrix.com/_ebook-adam-anka-how-to-unlock-anger-1/,Adam Anka,"Here is a simple, warm-hearted guide to helping you get past feeling upset or angry. It will help you unlock your more happy and positive self in a way that will teach you how to do this for yourself whenever you feel you need it.",Psychology,165
23,1637241921-1012,"https://www.bookrix.com/books;psychology,id:40.html",Studies In The Psychology Of Sex Volume 1 (Of 6),https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-1-of-6/,Havelock  Ellis,"The Definition Of   Modesty--The Significance Of   Modesty--Difficulties In

The Way Of   Its Analysis--The Varying Phenomena Of   Modesty Among Different

Peoples And In Different Ages.",Psychology,6
24,1637241754-999,"https://www.bookrix.com/books;psychology,id:40.html",Inez (Fiscal Part I) A Tale Of The Alamo,https://www.bookrix.com/_ebook-augusta-j-evans-inez-fiscal-part-i-a-tale-of-the-alamo-1/,Augusta J. Evans,"""There Is The Bell For Prayers,  Florry; Are You Ready?"" Said

Mary Irving,  Hastily Entering Her Cousin'S Room At The Large

Boarding-School Of Madame ----.



""Yes; I Rose Earlier Than Usual This Morning,  Have Solved Two

Problems,  And Translated Nearly Half A Page Of Telemaque.""



""I Congratulate You On Your Increased Industry And Application,  Though

You Were Always More Studious Than Myself. I Wish,  Dear Florry,

You Could Imbue Me With Some Of Your Fondness For Metaphysics And

Mathematics,"" Mary Replied,  With A Low Sigh.",Psychology,2
25,1637241945-1014,"https://www.bookrix.com/books;psychology,id:40.html",The Psychology Of Management,https://www.bookrix.com/_ebook-l-m-gilbreth-the-psychology-of-management/,L. M.  Gilbreth,"Definition Of Psychology Of Management.--The Psychology Of

Management,  As Here Used,  Means,--The Effect Of The Mind That Is

Directing Work Upon That Work Which Is Directed,  And The Effect Of

This Undirected And Directed Work Upon The Mind Of The Worker.",Psychology,7
26,1637241930-1013,"https://www.bookrix.com/books;psychology,id:40.html",Do You Ask It Right,https://www.bookrix.com/_ebook-santosh-jha-do-you-ask-it-right/,Santosh Jha,"Be witness to; imbibe, entirely novel idea of you, life-living, success; especially; dimension of life called love. You enter a landscape of unfamiliar potentials and mine a wealth of unusual worth. You end up being someone, even you would wonder, ‘Am I the same?’ In contemporary chaotic times; you journey settled optimism and arrive at blissfulness. You deserve this experience. No lockdown here!",Psychology,7
27,1637241984-1017,"https://www.bookrix.com/books;psychology,id:40.html",Alternative Reality For Illusioned Humanity,https://www.bookrix.com/_ebook-santosh-jha-alternative-reality-for-illusioned-humanity/,Santosh Jha,"Novelty and potential await you inside. Life-living reality has dimensions, you’ve never been told and therefore, you live in illusion. The eBook journeys you through dark truths and bares the falsity, unraveling delusions you’ve been living. It traverses you through hidden probabilities to enable you to create alternative realities, which alone can survive and excel you in contemporary madness.",Psychology,18
28,1637241960-1015,"https://www.bookrix.com/books;psychology,id:40.html",We Are A Scam,https://www.bookrix.com/_ebook-santosh-jha-we-are-a-scam/,Santosh Jha,"You are born of scam; shall die in scam. Everyone is scamming others. What better expected of the most depraved-dangerous half animal-half human, 7.5-billion strong species? Fear, anger, attitude, denial, deception as proceeds of the scam are the pandemics this species loves. Scared of death, yet trades it most. Reality can de-scam lives. But, who cares? Ignorance is bliss, perfect; till death!",Psychology,11
29,1637242319-1040,"https://www.bookrix.com/books;psychology,id:40.html",The Ultimate Guide - Manipulation,https://www.bookrix.com/_ebook-jacob-staples-the-ultimate-guide-manipulation/,Jacob Staples,"They are unassuming words - and yet they can have a massive impact. By exploiting the power of speech, you can convince others, change their views and decide arguments in your favour…

Humans use all possible strategies to convince others of their opinions. Not all of these techniques are morally reprehensible, but anyone wishing to break the dominance of others should at least be familiar with them.",Psychology,855
30,1637242112-1026,"https://www.bookrix.com/books;psychology,id:40.html",Halloween Town,https://www.bookrix.com/_ebook-pytrq-wulf-halloween-town/,pytrq wulf,"Halloween Town





Halloween Town

Dead souls walken around



With out a care

A ghoulish thought



Shuffling round

Stiff necked

With gout



Whose is to say

They know how to fool

The innocents 

Preyed upon



Watch yourself

Put the

“Eyes of your understanding on”



Staying calm

Or

Acting the part



“Mishigas”

I hear my mother say



So I

Combine the two



With my “eyes of understanding on”



As the bible



Would tell me so",Psychology,452
31,1637242088-1023,"https://www.bookrix.com/books;psychology,id:40.html",The planet of biorobots?,https://www.bookrix.com/_ebook-alexander-borodin-the-planet-of-biorobots/,Alexander Borodin,"Some do not take into account the fact that a person’s presence of what is called instincts and emotions, genetics and hormones makes his behavior partially or completely predictable. In this connection, some of these same people may not know how to correctly in the generally accepted sense of the word, respond to a particular situation, may not know the objective motivation of others in relation to them, not know what is true and what is fiction, how to understand it correctly what is happening in the world. According to the author, these some in most cases are those who grew up in an incomplete or in the so-called dysfunctional family, this book is dedicated to this target audience.",Psychology,286
32,1637242040-1021,"https://www.bookrix.com/books;psychology,id:40.html",Non vowel resources of some good mood,https://www.bookrix.com/_ebook-alexander-borodin-non-vowel-resources-of-some-good-mood/,Alexander Borodin,They say that what is called problems appears because of the lack of necessary information. Dedicated to those who grew up in an incomplete or in the so-called dysfunctional family .....,Psychology,198
33,1637242393-1044,"https://www.bookrix.com/books;psychology,id:40.html",The Girl who wished to be ugly,https://www.bookrix.com/_ebook-daphne-cheong-the-girl-who-wished-to-be-ugly/,Daphne Cheong,The girl who was different from others-her peers prayed for beauty while she asked for the opposite. Her belief made those around her quizzical and reconsider what they would consider happiness.,Psychology,1017
34,1637242308-1039,"https://www.bookrix.com/books;psychology,id:40.html",Through the eyes of a child,https://www.bookrix.com/_ebook-ivan-broes-through-the-eyes-of-a-child/,Ivan Broes,The mind interfaces space what evolution uprooted from earth -- the riddle that comes to mind -- and the generation evolve on the   oasis of the zodiac by the residing soul.,Psychology,837
35,1637241838-1004,"https://www.bookrix.com/books;psychology,id:40.html",What eight million women want,https://www.bookrix.com/_ebook-rheta-childe-dorr-what-eight-million-women-want/,Rheta Childe Dorr,"Rheta Louise Child was born November 2, 1866 in Omaha, Nebraska.[1] She was the second child in a family of four daughters and two sons born to the former Lucie Mitchell and Edward Payson Child, a New York-born druggist.[2]



One night when she was just 12 years old, Child and her sister snuck out of the family home against their father's wishes to hear Susan B. Anthony and Elizabeth Cady Stanton speak on women's suffrage.[2] The experience proved to be transformative and Dorr became committed to the idea of voting as a fundamental right even at this early age.[2]



Child studied for two years at the University of Nebraska before moving in 1890 to New York City, where she worked as a journalist. While in New York she met John Pixley Dorr, a conservative businessman from Seattle. The couple were married in 1892 and moved to Seattle to start a family.

Even after her marriage Rheta Dorr continued to work as a journalist, interviewing gold miners returning from Alaska writing articles for New York newspapers as a freelancer. Conflict with her traditionalist husband grew and in 1898 the pair separated, with Rheta returning East with her two year old son, where she was forced to make her own way financially as a single mother",Psychology,3
36,1637242178-1030,"https://www.bookrix.com/books;psychology,id:40.html",conflicting,https://www.bookrix.com/_ebook-nila-page-conflicting/,Nila  Page,Just a short paragraph on the insight of a mind that suffers from depression and anxiety .kjhfsrzxhgfiurrsww\gtfy hgfyufdits jhftdsrtsxghdtu hgfhudfyzx,Psychology,554
37,1637242536-1056,"https://www.bookrix.com/books;psychology,id:40.html",Wasting time is gaining time,https://www.bookrix.com/_ebook-rutvik-s-badkas-wasting-time-is-gaining-time/,Rutvik S  Badkas,"This messege will keep echoeing through the cosmos until somehow you figure it out, you know what I am talking about. .........................................",Psychology,6803
38,1637241905-1011,"https://www.bookrix.com/books;psychology,id:40.html","Studies In The Psychology Of Sex, Volume VI",https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-vi/,Havelock  Ellis,"Henry Havelock Ellis, known as Havelock Ellis (2 February 1859 – 8 July 1939), was a British physician, writer, and social reformer who studied human sexuality. He was co-author of the first medical textbook in English on homosexuality in 1897, and also published works on a variety of sexual practices and inclinations, including transgender psychology. He is credited with introducing the notions of narcissism and autoeroticism, later adopted by psychoanalysis. He served as president of the Galton Institute and, like many intellectuals of his era, supported eugenics.",Psychology,6
39,1637242548-1057,"https://www.bookrix.com/books;psychology,id:40.html",Inside the Mind of A Child,https://www.bookrix.com/_ebook-mariahrose-nelson-inside-the-mind-of-a-child/,MariahRose Nelson,Find out what's going on between the ears of a youngster you know!!!,Psychology,9169
40,1637242279-1037,"https://www.bookrix.com/books;psychology,id:40.html",A Raven's Lullaby,https://www.bookrix.com/_ebook-s-k-nuanes-a-raven-039-s-lullaby/,S.K Nuanes,"What happened after that one night after Alice was on the edge of death.



Including characters --

_____

Andrew

Alice

Dylan

Rose



Is there a happy ending for everyone?",Psychology,738
41,1637242014-1019,"https://www.bookrix.com/books;psychology,id:40.html",Travantiis' Blogs,https://www.bookrix.com/_ebook-travantii-travantiis-039-blogs/,Travantii,My thoughts and feelings on things plus some dirty writing..,Psychology,41
42,1637242340-1041,"https://www.bookrix.com/books;psychology,id:40.html",Heavy,https://www.bookrix.com/_ebook-xs-heavy/,XS,In this day and age it's almost too easy to get lost in the chatter of our minds.  Most of our thoughts tend to lead us away from the present moment.  This poem is dedicated to reminding us that all any of us ever have is the present.,Psychology,895
